date,close,high,low,open,volume
2017-01-26,121.94,122.44,121.6,121.67,26337576
2017-01-27,121.95,122.35,121.6,122.14,20562944
2017-01-30,121.63,121.63,120.66,120.93,30377503
2017-01-31,121.35,121.39,120.62,121.15,49200993
2017-02-01,128.75,130.49,127.01,127.03,111985040
2017-02-02,128.53,129.39,127.78,127.975,33710411
2017-02-03,129.08,129.19,128.16,128.31,24507301
2017-02-06,130.29,130.5,128.9,129.13,26845924
2017-02-07,131.53,132.09,130.45,130.54,38183841
2017-02-08,132.04,132.22,131.22,131.35,23004072
2017-02-09,132.42,132.445,131.12,131.65,28349859
2017-02-10,132.12,132.94,132.05,132.46,20065458
2017-02-13,133.29,133.82,132.75,133.08,23035421
2017-02-14,135.02,135.09,133.25,133.47,33226223
2017-02-15,135.51,136.27,134.62,135.52,35623100
2017-02-16,135.345,135.9,134.8398,135.67,22584555
2017-02-17,135.72,135.83,135.1,135.1,22198197
2017-02-21,136.7,136.75,135.98,136.23,24507156
2017-02-22,137.11,137.12,136.11,136.43,20836932
2017-02-23,136.53,137.48,136.3,137.38,20788186
2017-02-24,136.66,136.66,135.28,135.91,21776585
2017-02-27,136.93,137.435,136.28,137.14,20257426
2017-02-28,136.99,137.435,136.7,137.08,23482860
2017-03-01,139.79,140.15,137.595,137.89,36414585
2017-03-02,138.96,140.2786,138.76,140,26210984
2017-03-03,139.78,139.83,138.59,138.78,21571121
2017-03-06,139.34,139.77,138.5959,139.365,21750044
2017-03-07,139.52,139.98,138.79,139.06,17446297
2017-03-08,139,139.8,138.82,138.95,18707236
2017-03-09,138.68,138.79,137.05,138.74,22155904
2017-03-10,139.14,139.3571,138.64,139.25,19612801
2017-03-13,139.2,139.43,138.82,138.85,17421717
2017-03-14,138.99,139.65,138.84,139.3,15309065
2017-03-15,140.46,140.7501,139.025,139.41,25691774
2017-03-16,140.69,141.02,140.26,140.72,19231998
2017-03-17,139.99,141,139.89,141,43884952
2017-03-20,141.46,141.5,140.23,140.4,21542038
2017-03-21,139.84,142.8,139.73,142.11,39529912
2017-03-22,141.42,141.6,139.76,139.845,25860165
2017-03-23,140.92,141.5844,140.61,141.26,20346301
2017-03-24,140.64,141.74,140.35,141.5,22395563
2017-03-27,140.88,141.22,138.62,139.39,23575094
2017-03-28,143.8,144.04,140.62,140.91,33374805
2017-03-29,144.12,144.49,143.19,143.68,29189955
2017-03-30,143.93,144.5,143.5,144.19,21207252
2017-03-31,143.66,144.27,143.01,143.72,19661651
2017-04-03,143.7,144.12,143.05,143.71,19985714
2017-04-04,144.77,144.89,143.17,143.25,19891354
2017-04-05,144.02,145.46,143.81,144.22,27717854
2017-04-06,143.66,144.52,143.45,144.29,21149034
2017-04-07,143.34,144.18,143.27,143.73,16658543
2017-04-10,143.17,143.8792,142.9,143.6,18933397
2017-04-11,141.63,143.35,140.06,142.94,30379376
2017-04-12,141.8,142.15,141.01,141.6,20350000
2017-04-13,141.05,142.38,141.05,141.91,17822880
2017-04-17,141.83,141.88,140.87,141.48,16582094
2017-04-18,141.2,142.04,141.11,141.41,14697544
2017-04-19,140.68,142,140.45,141.88,17328375
2017-04-20,142.44,142.92,141.16,141.22,23319562
2017-04-21,142.27,142.68,141.85,142.44,17320928
2017-04-24,143.64,143.95,143.18,143.5,17116599
2017-04-25,144.53,144.9,143.87,143.91,18216472
2017-04-26,143.68,144.6,143.3762,144.47,19614287
2017-04-27,143.79,144.16,143.31,143.9225,13948980
2017-04-28,143.65,144.3,143.27,144.09,20247187
2017-05-01,146.58,147.2,144.96,145.1,32818760
2017-05-02,147.51,148.09,146.84,147.54,39752670
2017-05-03,147.06,147.49,144.27,145.59,45142806
2017-05-04,146.53,147.14,145.81,146.52,23275690
2017-05-05,148.96,148.98,146.76,146.76,26787359
2017-05-08,153.01,153.7,149.03,149.03,48339210
2017-05-09,153.99,154.88,153.45,153.87,35942435
2017-05-10,153.26,153.94,152.11,153.63,25670456
2017-05-11,153.95,154.07,152.31,152.45,25596687
2017-05-12,156.1,156.42,154.67,154.7,32221756
2017-05-15,155.7,156.65,155.05,156.01,25700983
2017-05-16,155.47,156.06,154.72,155.94,19904679
2017-05-17,150.25,154.57,149.71,153.6,49482818
2017-05-18,152.54,153.34,151.13,151.27,33159664
2017-05-19,153.06,153.98,152.63,153.38,26733798
2017-05-22,153.99,154.58,152.91,154,22340069
2017-05-23,153.8,154.9,153.31,154.9,19430358
2017-05-24,153.34,154.17,152.67,153.84,19118319
2017-05-25,153.87,154.35,153.03,153.73,19044463
2017-05-26,153.61,154.24,153.31,154,21632202
2017-05-30,153.67,154.43,153.33,153.42,20034934
2017-05-31,152.76,154.17,152.38,153.97,23162873
2017-06-01,153.18,153.33,152.22,153.17,16180143
2017-06-02,155.45,155.45,152.89,153.58,27285861
2017-06-05,153.93,154.45,153.46,154.34,24803858
2017-06-06,154.45,155.81,153.78,153.9,26249630
2017-06-07,155.37,155.98,154.48,155.02,20678772
2017-06-08,154.99,155.54,154.4,155.25,20771367
2017-06-09,148.98,155.19,146.02,155.19,64882700
2017-06-12,145.42,146.09,142.51,145.74,71563614
2017-06-13,146.59,147.45,145.15,147.16,33749154
2017-06-14,145.16,147.5,143.84,147.5,31224203
2017-06-15,144.29,144.4798,142.21,143.32,31348832
2017-06-16,142.27,144.5,142.2,143.78,49180748
2017-06-19,146.34,146.74,143.66,143.66,31449132
2017-06-20,145.01,146.87,144.94,146.87,24572170
2017-06-21,145.87,146.0693,144.61,145.52,21064679
2017-06-22,145.63,146.7,145.1199,145.77,18673365
2017-06-23,146.28,147.16,145.11,145.13,25997976
2017-06-26,145.82,148.28,145.38,147.17,25524661
2017-06-27,143.73,146.16,143.62,145.01,24423643
2017-06-28,145.83,146.11,143.1601,144.49,21915939
2017-06-29,143.68,145.13,142.28,144.71,31116980
2017-06-30,144.02,144.96,143.78,144.45,22328979
2017-07-03,143.5,145.3,143.1,144.88,14258300
2017-07-05,144.09,144.79,142.7237,143.69,20758795
2017-07-06,142.73,143.5,142.41,143.02,23374374
2017-07-07,144.18,144.75,142.9,142.9,18505351
2017-07-10,145.06,145.95,143.37,144.11,21030466
2017-07-11,145.53,145.85,144.38,144.73,18311156
2017-07-12,145.74,146.18,144.82,145.87,23617964
2017-07-13,147.77,148.49,145.44,145.5,24922788
2017-07-14,149.04,149.33,147.33,147.97,19961788
2017-07-17,149.56,150.9,148.57,148.82,23243713
2017-07-18,150.08,150.13,148.67,149.2,17713795
2017-07-19,151.02,151.42,149.95,150.48,20615419
2017-07-20,150.34,151.74,150.19,151.5,17053326
2017-07-21,150.27,150.44,148.88,149.99,24671002
2017-07-24,152.09,152.44,149.9,150.58,21122730
2017-07-25,152.74,153.84,151.8,151.8,18612649
2017-07-26,153.46,153.93,153.06,153.35,15172136
2017-07-27,150.56,153.99,147.3,153.75,32175875
2017-07-28,149.5,150.23,149.19,149.89,16832947
2017-07-31,148.73,150.33,148.13,149.9,19422655
2017-08-01,150.05,150.22,148.41,149.1,24725526
2017-08-02,157.14,159.75,156.16,159.28,69222793
2017-08-03,155.57,157.21,155.02,157.05,26000738
2017-08-04,156.39,157.4,155.69,156.07,20349532
2017-08-07,158.81,158.92,156.6701,157.06,21870321
2017-08-08,160.08,161.83,158.27,158.6,35775675
2017-08-09,161.059998,161.27,159.11,159.26,25640394
2017-08-10,155.32,160,154.63,159.9,39081017
2017-08-11,157.48,158.5728,156.07,156.6,25943187
2017-08-14,159.85,160.21,158.75,159.32,21754810
2017-08-15,161.6,162.195,160.14,160.66,27936774
2017-08-16,160.95,162.51,160.15,161.94,27321761
2017-08-17,157.86,160.71,157.84,160.52,26925694
2017-08-18,157.5,159.5,156.72,157.86,27012525
2017-08-21,157.21,157.89,155.1101,157.5,26145653
2017-08-22,159.78,160,158.02,158.23,21297812
2017-08-23,159.98,160.47,158.88,159.07,19198189
2017-08-24,159.27,160.74,158.55,160.43,19029621
2017-08-25,159.86,160.56,159.27,159.65,25015218
2017-08-28,161.47,162,159.93,160.14,25279674
2017-08-29,162.91,163.12,160,160.1,29307862
2017-08-30,163.35,163.89,162.61,163.8,26973946
2017-08-31,164,164.52,163.48,163.64,26412439
2017-09-01,164.05,164.94,163.63,164.8,16508568
2017-09-05,162.08,164.25,160.56,163.75,29317054
2017-09-06,161.91,162.99,160.52,162.71,21179047
2017-09-07,161.26,162.24,160.36,162.09,21722995
2017-09-08,158.63,161.15,158.53,160.86,28183159
2017-09-11,161.5,162.05,159.89,160.5,31028926
2017-09-12,160.86,163.96,158.77,162.61,71139119
2017-09-13,159.65,159.96,157.91,159.87,44393752
2017-09-14,158.28,159.4,158.09,158.99,23073646
2017-09-15,159.88,160.97,158,158.47,48203642
2017-09-18,158.67,160.5,157.995,160.11,27939718
2017-09-19,158.73,159.77,158.44,159.51,20347352
2017-09-20,156.07,158.26,153.83,157.9,51693239
2017-09-21,153.39,155.8,152.75,155.8,36643382
2017-09-22,151.89,152.27,150.56,152.02,46114424
2017-09-25,150.55,151.83,149.16,149.99,43922334
2017-09-26,153.14,153.92,151.69,151.78,35470985
2017-09-27,154.23,154.7189,153.54,153.8,24959552
2017-09-28,153.28,154.28,152.7,153.89,21896592
2017-09-29,154.12,154.13,152,153.21,25856530
2017-10-02,153.81,154.45,152.72,154.26,18524860
2017-10-03,154.48,155.09,153.91,154.01,16146388
2017-10-04,153.48,153.86,152.46,153.63,19844177
2017-10-05,155.39,155.44,154.05,154.18,21032800
2017-10-06,155.3,155.49,154.56,154.97,16423749
2017-10-09,155.84,156.73,155.485,155.81,16200129
2017-10-10,155.9,158,155.1,156.055,15456331
2017-10-11,156.55,156.98,155.75,155.97,16607693
2017-10-12,156,157.37,155.7299,156.35,16045720
2017-10-13,156.99,157.28,156.41,156.73,16287608
2017-10-16,159.88,160,157.65,157.9,23894630
2017-10-17,160.47,160.87,159.23,159.78,18816438
2017-10-18,159.76,160.71,159.6,160.42,16158659
2017-10-19,155.98,157.08,155.02,156.75,42111326
2017-10-20,156.25,157.75,155.96,156.61,23612246
2017-10-23,156.17,157.69,155.5,156.89,21654461
2017-10-24,157.1,157.42,156.2,156.29,17137731
2017-10-25,156.41,157.55,155.27,156.91,20126554
2017-10-26,157.41,157.8295,156.78,157.23,16751691
2017-10-27,163.05,163.6,158.7,159.29,43904150
2017-10-30,166.72,168.07,163.72,163.89,43923292
2017-10-31,169.04,169.6499,166.94,167.9,35474672
2017-11-01,166.89,169.94,165.61,169.87,33100847
2017-11-02,168.11,168.5,165.28,167.64,32710040
2017-11-03,172.5,174.26,171.12,174,58683826
2017-11-06,174.25,174.99,171.72,172.365,34242566
2017-11-07,174.81,175.25,173.6,173.91,23910914
2017-11-08,176.24,176.24,174.33,174.66,23907639
2017-11-09,175.88,176.095,173.14,175.11,28636531
2017-11-10,174.67,175.38,174.27,175.11,25061183
2017-11-13,173.97,174.5,173.4,173.5,16828025
2017-11-14,171.34,173.48,171.18,173.04,23588451
2017-11-15,169.08,170.3197,168.38,169.97,28702351
2017-11-16,171.1,171.87,170.3,171.18,23497326
2017-11-17,170.15,171.39,169.64,171.04,21665811
2017-11-20,169.98,170.56,169.56,170.29,15974387
2017-11-21,173.14,173.7,170.78,170.78,24875471
2017-11-22,174.96,175,173.05,173.36,24997274
2017-11-24,174.97,175.5,174.6459,175.1,14026519
2017-11-27,174.09,175.08,173.34,175.05,20536313
2017-11-28,173.07,174.87,171.86,174.3,25468442
2017-11-29,169.48,172.92,167.16,172.63,40788324
2017-11-30,171.85,172.14,168.44,170.43,40172368
2017-12-01,171.05,171.67,168.5,169.95,39590080
2017-12-04,169.8,172.62,169.63,172.48,32115052
2017-12-05,169.64,171.52,168.4,169.06,27008428
2017-12-06,169.01,170.2047,166.46,167.5,28224357
2017-12-07,169.32,170.44,168.91,169.03,24469613
2017-12-08,169.37,171,168.82,170.49,23096872
2017-12-11,172.67,172.89,168.79,169.2,33092051
2017-12-12,171.7,172.39,171.461,172.15,18945457
2017-12-13,172.27,173.54,172,172.5,23142242
2017-12-14,172.22,173.13,171.65,172.4,20219307
2017-12-15,173.97,174.17,172.46,173.63,37054632
2017-12-18,176.42,177.2,174.86,174.88,28831533
2017-12-19,174.54,175.39,174.09,175.03,27078872
2017-12-20,174.35,175.42,173.25,174.87,23000392
2017-12-21,175.01,176.02,174.1,174.17,20356826
2017-12-22,175.01,175.42,174.5,174.68,16052615
2017-12-26,170.57,171.47,169.68,170.8,32968167
2017-12-27,170.6,170.78,169.71,170.1,21672062
2017-12-28,171.08,171.85,170.48,171,15997739
2017-12-29,169.23,170.59,169.22,170.52,25643711
2018-01-02,172.26,172.3,169.26,170.16,25048048
2018-01-03,172.23,174.55,171.96,172.53,28819653
2018-01-04,173.03,173.47,172.08,172.54,22211345
2018-01-05,175,175.37,173.05,173.44,23016177
2018-01-08,174.35,175.61,173.93,174.35,20134092
2018-01-09,174.33,175.06,173.41,174.55,21262614
2018-01-10,174.29,174.3,173,173.16,23589129
2018-01-11,175.28,175.49,174.49,174.59,17523256
2018-01-12,177.09,177.36,175.65,176.18,25039531
2018-01-16,176.19,179.39,176.14,177.9,29159005
2018-01-17,179.1,179.25,175.07,176.15,32752734
2018-01-18,179.26,180.1,178.25,179.37,30234512
2018-01-19,178.46,179.58,177.41,178.61,30827809
2018-01-22,177,177.78,176.6,177.3,26023683
2018-01-23,177.04,179.44,176.82,177.3,31702531
2018-01-24,174.22,177.3,173.2,177.25,50562257
2018-01-25,171.11,174.95,170.53,174.51,39661804
2018-01-26,171.51,172,170.06,172,37121805
2018-01-29,167.96,170.16,167.07,170.16,48434424
2018-01-30,166.97,167.37,164.7,165.53,45137026
2018-01-31,167.43,168.44,166.5,166.87,30984099
2018-02-01,167.78,168.62,166.76,167.17,38099665
2018-02-02,160.5,166.8,160.1,166,85436075
2018-02-05,156.49,163.88,156,159.1,66090446
2018-02-06,163.03,163.72,154,154.83,66625484
2018-02-07,159.54,163.4,159.07,163.09,50852130
2018-02-08,155.15,161,155.03,160.29,49594129
2018-02-09,156.41,157.89,150.24,157.07,66723743
2018-02-12,162.71,163.89,157.51,158.5,60560145
2018-02-13,164.34,164.75,161.65,161.95,32104756
2018-02-14,167.37,167.54,162.88,163.04,39669178
2018-02-15,172.99,173.09,169,169.79,50609595
2018-02-16,172.43,174.82,171.77,172.36,39638793
2018-02-20,171.85,174.26,171.42,172.05,33531012
2018-02-21,171.07,174.12,171.01,172.83,35833514
2018-02-22,172.5,173.95,171.71,171.8,30504116
2018-02-23,175.5,175.65,173.54,173.67,33329232
2018-02-26,178.97,179.39,176.21,176.35,36886432
2018-02-27,178.39,180.48,178.16,179.1,38685165
2018-02-28,178.12,180.62,178.05,179.26,33604574
2018-03-01,175,179.78,172.66,178.54,48801970
2018-03-02,176.21,176.3,172.45,172.8,38453950
2018-03-05,176.82,177.74,174.52,175.21,28401366
2018-03-06,176.67,178.25,176.13,177.91,23788506
2018-03-07,175.03,175.85,174.27,174.94,31703462
2018-03-08,176.94,177.12,175.07,175.48,23163767
2018-03-09,179.98,180,177.39,177.96,31385134
2018-03-12,181.72,182.39,180.21,180.29,32055405
2018-03-13,179.97,183.5,179.24,182.59,31168404
2018-03-14,178.44,180.52,177.81,180.32,29075469
2018-03-15,178.65,180.24,178.07,178.5,22584565
2018-03-16,178.02,179.12,177.62,178.65,36836456
2018-03-19,175.3,177.47,173.66,177.32,32804695
2018-03-20,175.24,176.8,174.94,175.24,19314039
2018-03-21,171.27,175.09,171.26,175.04,35247358
2018-03-22,168.85,172.68,168.6,170,41051076
2018-03-23,164.94,169.92,164.94,168.39,40248954
2018-03-26,172.77,173.1,166.44,168.07,36272617
2018-03-27,168.34,175.15,166.92,173.68,38962839
2018-03-28,166.48,170.02,165.19,167.25,41668545
2018-03-29,167.78,171.75,166.9,167.81,38398505
2018-04-02,166.68,168.94,164.47,166.64,37586791
2018-04-03,168.39,168.75,164.88,167.64,30278046
2018-04-04,171.61,172.01,164.77,164.88,34605489
2018-04-05,172.8,174.23,172.08,172.58,26933197
2018-04-06,168.38,172.48,168.2,170.97,35005290
2018-04-09,170.05,173.09,169.85,169.88,29017718
2018-04-10,173.25,174,171.53,173,28614241
2018-04-11,172.44,173.92,171.7,172.23,22431640
2018-04-12,174.14,175,173.04,173.41,22889285
2018-04-13,174.73,175.84,173.85,174.78,25124255
2018-04-16,175.82,176.19,174.83,175.03,21578420
2018-04-17,178.24,178.94,176.41,176.49,26605442
2018-04-18,177.84,178.82,176.88,177.81,20754538
2018-04-19,172.8,175.39,172.66,173.76,34808800
2018-04-20,165.72,171.22,165.43,170.6,65491140
2018-04-23,165.24,166.92,164.09,166.83,36515477
2018-04-24,162.94,166.33,161.22,165.67,33692017
2018-04-25,163.65,165.42,162.41,162.62,28382084
2018-04-26,164.22,165.73,163.37,164.12,27963014
2018-04-27,162.32,164.33,160.63,164,35655839
2018-04-30,165.26,167.26,161.84,162.13,42427424
2018-05-01,169.1,169.2,165.27,166.41,53569376
2018-05-02,176.57,177.75,173.8,175.23,66539371
2018-05-03,176.89,177.5,174.44,175.88,34068180
2018-05-04,183.83,184.25,178.17,178.25,56201317
2018-05-07,185.16,187.67,184.75,185.18,42451423
2018-05-08,186.05,186.22,183.67,184.99,28402777
2018-05-09,187.36,187.4,185.22,186.55,23211241
2018-05-10,190.04,190.37,187.65,187.74,27989289
2018-05-11,188.59,190.06,187.45,189.49,26212221
2018-05-14,188.15,189.53,187.86,189.01,20778772
2018-05-15,186.44,187.07,185.1,186.78,23695159
2018-05-16,188.18,188.46,186,186.07,19183064
2018-05-17,186.99,188.91,186.36,188,17294029
2018-05-18,186.31,187.81,186.13,187.19,18297728
2018-05-21,187.63,189.27,186.91,188,18400787
2018-05-22,187.16,188.88,186.78,188.38,15240704
2018-05-23,188.36,188.5,185.76,186.35,20058415
2018-05-24,188.15,188.84,186.21,188.77,23233975
2018-05-25,188.58,189.65,187.65,188.23,17460963
2018-05-29,187.9,188.75,186.87,187.6,22514075
2018-05-30,187.5,188,186.78,187.72,18690547
2018-05-31,186.87,188.23,186.14,187.22,27482793
2018-06-01,190.24,190.26,187.75,187.99,23442510
2018-06-04,191.83,193.42,191.35,191.64,26266174
2018-06-05,193.31,193.94,192.36,193.07,21565963
2018-06-06,193.98,194.08,191.92,193.63,20933619
2018-06-07,193.46,194.2,192.34,194.14,21347180
2018-06-08,191.7,192,189.77,191.17,26656799
2018-06-11,191.23,191.97,190.21,191.35,18308460
2018-06-12,192.28,192.61,191.15,191.39,16911141
2018-06-13,190.7,192.88,190.44,192.42,21638393
2018-06-14,190.8,191.57,190.22,191.55,21610074
2018-06-15,188.84,190.16,188.26,190.03,61719160
2018-06-18,188.74,189.22,187.2,187.88,18484865
2018-06-19,185.69,186.33,183.45,185.14,33578455
2018-06-20,186.5,187.2,185.73,186.35,20628701
2018-06-21,185.46,188.35,184.94,187.25,25711898
2018-06-22,184.92,186.15,184.7,186.12,27200447
2018-06-25,182.17,184.92,180.73,183.4,31663096
2018-06-26,184.43,186.53,182.54,182.99,24569201
2018-06-27,184.16,187.28,184.03,185.23,25285328
2018-06-28,185.5,186.21,183.8,184.1,17365235
2018-06-29,185.11,187.19,182.91,186.29,22737666
2018-07-02,187.18,187.3,183.42,183.82,17731343
2018-07-03,183.92,187.95,183.54,187.79,13954806
2018-07-05,185.4,186.41,184.28,185.26,16604248
2018-07-06,187.97,188.43,185.2,185.42,17485245
2018-07-09,190.58,190.68,189.3,189.5,19756634
2018-07-10,190.35,191.28,190.18,190.71,15939149
2018-07-11,187.88,189.78,187.61,188.5,18831470
2018-07-12,191.03,191.41,189.31,189.53,18041131
2018-07-13,191.33,191.84,190.9,191.08,12519792
2018-07-16,190.91,192.65,190.42,191.52,15043110
2018-07-17,191.45,191.87,189.2,189.75,15534523
2018-07-18,190.4,191.8,189.93,191.78,16393381
2018-07-19,191.88,192.55,189.69,189.69,20286752
2018-07-20,191.44,192.43,190.17,191.78,20706042
2018-07-23,191.61,191.96,189.56,190.68,15989365
2018-07-24,193,193.66,192.05,192.45,18697898
2018-07-25,194.82,194.85,192.43,193.06,16826483
2018-07-26,194.21,195.96,193.61,194.61,19075964
2018-07-27,190.98,195.19,190.1,194.99,24023972
2018-07-30,189.91,192.2,189.07,191.9,21029535
2018-07-31,190.29,192.14,189.34,190.3,39373038
2018-08-01,201.5,201.76,197.31,199.13,67935716
2018-08-02,207.39,208.38,200.35,200.58,62404012
2018-08-03,207.99,208.74,205.48,207.03,33447396
2018-08-06,209.07,209.25,207.07,208,25425387
2018-08-07,207.11,209.5,206.76,209.32,25587387
2018-08-08,207.25,207.81,204.52,206.05,22525487
2018-08-09,208.88,209.78,207.2,207.28,23492626
2018-08-10,207.53,209.1,206.67,207.36,24611202
2018-08-13,208.87,210.95,207.7,207.7,25890880
2018-08-14,209.75,210.56,208.26,210.16,20748010
2018-08-15,210.24,210.74,208.33,209.22,28807564
2018-08-16,213.32,213.81,211.47,211.75,28500367
2018-08-17,217.58,217.95,213.16,213.44,35426997
2018-08-20,215.46,219.18,215.11,218.1,30287695
2018-08-21,215.04,217.19,214.03,216.8,26159755
2018-08-22,215.05,216.36,213.84,214.1,19018131
2018-08-23,215.49,217.05,214.6,214.65,18883224
2018-08-24,216.16,216.9,215.11,216.6,18476356
2018-08-27,217.94,218.74,216.33,217.15,20525117
2018-08-28,219.7,220.54,218.92,219.01,22776766
2018-08-29,222.98,223.49,219.41,220.15,27254804
2018-08-30,225.03,228.26,222.4,223.25,48793824
2018-08-31,227.63,228.87,226,226.51,43340134
2018-09-04,228.36,229.18,226.63,228.41,27390132
2018-09-05,226.87,229.67,225.1,228.99,33332960
2018-09-06,223.1,227.35,221.3,226.23,34289976
2018-09-07,221.3,225.37,220.71,221.85,37619810
2018-09-10,218.33,221.85,216.47,220.95,39516453
2018-09-11,223.85,224.3,216.56,218.01,35749049
2018-09-12,221.07,225,219.84,224.94,49278740
2018-09-13,226.41,228.35,222.57,223.52,41706377
2018-09-14,223.84,226.84,222.52,225.75,31999289
2018-09-17,217.88,222.95,217.27,222.15,37195133
2018-09-18,218.24,221.85,217.12,217.79,31571712
2018-09-19,218.37,219.62,215.3,218.5,27123833
2018-09-20,220.03,222.28,219.15,220.24,26608794
2018-09-21,217.66,221.36,217.29,220.78,96246748
2018-09-24,220.79,221.26,216.63,216.82,27693358
2018-09-25,222.19,222.82,219.7,219.75,24554379
2018-09-26,220.42,223.75,219.76,221,23984706
2018-09-27,224.95,226.44,223.54,223.82,30181227
2018-09-28,225.74,225.84,224.02,224.79,22929364
2018-10-01,227.26,229.42,226.35,227.95,23600802
2018-10-02,229.28,230,226.63,227.25,24788170
2018-10-03,232.07,233.47,229.78,230.05,28654799
2018-10-04,227.99,232.35,226.73,230.78,32042000
2018-10-05,224.29,228.41,220.58,227.96,33580463
2018-10-08,223.77,224.8,220.2,222.21,29663923
2018-10-09,226.87,227.27,222.25,223.64,26891029
2018-10-10,216.36,226.35,216.05,225.46,41990554
2018-10-11,214.45,219.5,212.32,214.52,53124392
2018-10-12,222.11,222.88,216.84,220.42,40337851
2018-10-15,217.36,221.83,217.27,221.16,30791007
2018-10-16,222.15,222.99,216.76,218.93,29183963
2018-10-17,221.19,222.64,219.34,222.3,22885397
2018-10-18,216.02,219.74,213,217.86,32581315
2018-10-19,219.31,221.26,217.43,218.06,33078726
2018-10-22,220.65,223.36,218.94,219.79,28792082
2018-10-23,222.73,223.25,214.7,215.83,38767846
2018-10-24,215.09,224.23,214.54,222.6,40925163
2018-10-25,219.8,221.38,216.75,217.71,29855768
2018-10-26,216.3,220.19,212.67,215.9,47258375
2018-10-29,212.24,219.69,206.09,219.19,45935520
2018-10-30,213.3,215.18,209.27,211.15,36659990
2018-10-31,218.86,220.45,216.62,216.88,38358933
2018-11-01,222.22,222.36,216.81,219.05,58323180
2018-11-02,207.48,213.65,205.43,209.55,91328654
2018-11-05,201.59,204.39,198.17,204.3,66163669
2018-11-06,203.77,204.72,201.69,201.92,31882881
2018-11-07,209.95,210.06,204.13,205.97,33424434
2018-11-08,208.49,210.12,206.75,209.98,25362636
2018-11-09,204.47,206.01,202.25,205.55,34365750
2018-11-12,194.17,199.85,193.79,199,51135518
2018-11-13,192.23,197.18,191.45,191.63,46882936
2018-11-14,186.8,194.48,185.93,193.9,60800957
2018-11-15,191.41,191.97,186.9,188.39,46478801
2018-11-16,193.53,194.97,189.46,190.5,36928253
2018-11-19,185.86,190.7,184.99,190,41920872
2018-11-20,176.98,181.47,175.51,178.37,67825247
2018-11-21,176.78,180.27,176.55,179.73,31124210
2018-11-23,172.29,176.595,172.1,174.94,23623972
2018-11-26,174.62,174.95,170.26,174.24,44998520
2018-11-27,174.24,174.77,170.88,171.51,41387377
2018-11-28,180.94,181.29,174.93,176.73,46062539
2018-11-29,179.55,182.8,177.7,182.66,41769992
2018-11-30,178.58,180.33,177.03,180.29,39531549
2018-12-03,184.82,184.94,181.21,184.46,40798002
2018-12-04,176.69,182.39,176.27,180.95,41344282
2018-12-06,174.72,174.78,170.42,171.76,43098410
2018-12-07,168.49,174.49,168.3,173.49,42281631
2018-12-10,169.6,170.09,163.33,165,62025994
2018-12-11,168.63,171.79,167,171.66,47281665
2018-12-12,169.1,171.92,169.02,170.4,35627674
2018-12-13,170.95,172.57,169.55,170.49,31897827
2018-12-14,165.48,169.08,165.28,169,40703710
2018-12-17,163.94,168.35,162.73,165.45,44287922
2018-12-18,166.07,167.53,164.39,165.38,33841518
2018-12-19,160.89,167.45,159.09,166,49047297
2018-12-20,156.83,162.11,155.3,160.4,64772960
2018-12-21,150.73,158.16,149.63,156.86,95744384
2018-12-24,146.83,151.55,146.59,148.15,37169232
2018-12-26,157.17,157.23,146.72,148.3,58582544
2018-12-27,156.15,156.77,150.07,155.84,53117065
2018-12-28,156.23,158.52,154.55,157.5,42291424
2018-12-31,157.74,159.36,156.48,158.53,35003466
2019-01-02,157.92,158.85,154.23,154.89,37039737
2019-01-03,142.19,145.72,142,143.98,91312195
2019-01-04,148.26,148.55,143.8,144.53,58607070
2019-01-07,147.93,148.83,145.9,148.7,54777764
2019-01-08,150.75,151.82,148.52,149.56,41025314
2019-01-09,153.31,154.53,149.63,151.29,45099081
2019-01-10,153.8,153.97,150.86,152.5,35780670
2019-01-11,152.29,153.7,151.51,152.88,27023241
2019-01-14,150,151.27,149.22,150.85,32439186
2019-01-15,153.07,153.39,150.05,150.27,28710324
2019-01-16,154.94,155.88,153,153.08,30569706
2019-01-17,155.86,157.66,153.26,154.2,29821160
2019-01-18,156.82,157.88,155.98,157.5,33751023
2019-01-22,153.3,156.73,152.62,156.41,30393970
2019-01-23,153.92,155.14,151.7,154.15,23130570
2019-01-24,152.7,154.48,151.74,154.11,25441549
2019-01-25,157.76,158.13,154.32,155.48,33547893
2019-01-28,156.3,156.33,153.66,155.79,26192058
2019-01-29,154.68,158.13,154.11,156.25,41587239
2019-01-30,165.25,166.15,160.23,163.25,61109780
2019-01-31,166.44,169,164.56,166.11,40739649
2019-02-01,166.52,168.98,165.93,166.96,32668138
2019-02-04,171.25,171.66,167.28,167.41,31495582
2019-02-05,174.18,175.08,172.35,172.86,36101628
2019-02-06,174.24,175.57,172.85,174.65,28239591
2019-02-07,170.94,173.94,170.34,172.4,31741690
2019-02-08,170.41,170.66,168.42,168.99,23819966
2019-02-11,169.43,171.21,169.25,171.05,20993425
2019-02-12,170.89,171,169.7,170.1,22283523
2019-02-13,170.18,172.48,169.92,171.39,22490233
2019-02-14,170.8,171.26,169.38,169.71,21835747
2019-02-15,170.42,171.7,169.75,171.25,24626814
2019-02-19,170.93,171.44,169.49,169.71,18972826
2019-02-20,172.03,173.32,170.99,171.19,26114362
2019-02-21,171.06,172.37,170.3,171.8,17249670
